airport_name,far_description,investigation_type,report_status,longitude,total_minor_injuries,number_of_engines,registration_number,total_serious_injuries,publication_date,airport_code,air_carrier,location,aircraft_category,schedule,accident_number,latitude
Colfax,137,Accident,A total loss of engine power due to excessive wear in several carburetor components that led to a malfunction of the carburetor.,1172451W,0.0,1.0,N6628Q,0.0,25-09-2020,S94,Darrell L Fender,"Colfax, WA",Airplane,,WPR09LA227,465131N
Addison Airport,091,Accident,A loss of engine power in flight due to fuel starvation as a result of the pilots' inadequate fuel management.,0965011W,2.0,1.0,N528BM,0.0,25-09-2020,ADS,MARTIN BRYAN S,"Addison, TX",Airplane,,CEN09LA274,032587N
High Island 138,091,Accident,The pilot's failure to maintain clearance from the windsock during the approach.,0094150W,0.0,1.0,N164RL,0.0,25-09-2020,000,ROTORCRAFT LEASING CO LLC,"High Island 138,",Helicopter,,CEN09CA275,291559N
Denver International,121,Accident,"The first officers excessive pitch-up of the airplane while landing with a tailwind, which resulted in a tailstrike following a bounced landing. Contributing to the bounced landing were a high descent rate and excessive thrust resulting from the first officers delay in retarding the thrust levers to idle, thereby providing residual thrust and preventing spoiler deployment.",1045957W,0.0,2.0,N311US,4.0,25-09-2020,KDEN,NORTHWEST AIRLINES INC,"Denver, CO",Airplane,SCHD,DCA09FA047,039450N
Meadow Lake,091,Accident,"A programming anomaly within the winch's computer aided launch control system, which incorrectly limited the maximum winch speed during launch of the glider.",1042849W,1.0,0.0,N17TD,0.0,25-09-2020,OOV,,"Meadow Lake Airport, CO",Glider,,CEN09LA278,039148N
,091,Accident,"The pilot's decision to practice takeoff and landings on unsuitable terrain, which resulted in a nose-over on takeoff.",1353125W,0.0,1.0,N1685V,0.0,25-09-2020,,HERAS MIGUEL A,"Haines, AK",Airplane,,ANC09CA037,591437N
,091,Accident,The pilot's loss of control for undetermined reasons.,0096500W,0.0,2.0,N740JB,0.0,25-09-2020,,BALLARD AVIATION INC,"Stillwater, OK",Airplane,,CEN09LA281,036440N
Yuba County,137,Accident,The failure of both pilots to see and avoid the other airplane while making their final approach for landing.,1213411W,1.0,1.0,N40208,0.0,25-09-2020,KMYV,G N Dibble Inc,"Marysville, CA",Airplane,,WPR09LA228,039552N
Palm Beach County Park,091,Accident,A total loss of engine power due to disengagement of the idler gear support pin as a result of improper maintenance.,0080459W,0.0,1.0,N111YR,0.0,25-09-2020,LNA,,"Lantana, FL",Airplane,,ERA09FA283,263522N
Bethel Airport,135,Accident,"The pilots failure to remove visible frost from the wings during the preflight inspection, and his failure to maintain adequate airspeed to avoid a stall. Contributing to the accident were conditions conducive to structural icing/frost.",1615027W,0.0,1.0,N629SP,1.0,25-09-2020,PABE,ALASKA SCENIC AIR LLC,"Bethel, AK",Airplane,NSCH,ANC09LA038,604628N
Baltimore,121,Accident,"the captains inappropriate control inputs following a firm landing, resulting in two hard nose-gear impacts before executing a go-around.  

Contributing to the inappropriate control inputs was the captains fatigue and physical discomfort; and a possible lack of practical consolidation of skills and experience due to a protracted and fragmented training period.",0763711W,1.0,3.0,N139WA,11.0,25-09-2020,KBWI,World Airways,"Baltimore, MD",Airplane,NSCH,DCA09FA048,391721N
Seminole Municipal Airport,091,Accident,The pilot's failure to maintain directional control during takeoff.,0964030W,0.0,1.0,N7271J,0.0,25-09-2020,SRE,SEMINOLE AIR SERVICES INC,"Seminole, OK",Airplane,,CEN09CA282,351629N
O'Brien Flying Service Airport,137,Accident,A partial loss of engine power due to the Number 8 cylinder head cracking and separating from the barrel.,0009300W,0.0,1.0,N8080K,0.0,25-09-2020,LA71,O BRIEN FLYING SERVICE INC,"Iowa, LA",Airplane,,CEN09CA283,301327N
Charles M Schulz - Sonoma Coun,091,Accident,A total loss of engine power on final approach for undetermined reasons.,1224846W,0.0,1.0,N2722T,2.0,25-09-2020,KSTS,James Snarski,"Santa Rosa, CA",Airplane,,WPR09LA230,383032N
Winter Haven's Gilbert Airport,091,Accident,A loss of engine power for undetermined reasons.,0081460W,0.0,1.0,N456SH,0.0,25-09-2020,GIF,Richard H. Bock,"Winter Haven, FL",Helicopter,,ERA09LA284,002850N
General Heriberto Jara Corona,NUSN,Accident,,0961140W,1.0,2.0,XB-CUC,0.0,03-11-2020,MMVR,,"Veracruz, Mexico",Airplane,,CEN09WA286,191135N
,NUSC,Accident,,,0.0,2.0,HZ-APW,0.0,03-11-2020,,Saudia,"Riyadh, Saudi Arabia",,NSCH,DCA09WA049,
Northwest Regional,091,Accident,The partial loss of engine power due to a failure of the throttle control rod-end to carburetor arm hardware. A contributing factor was the pilot's decision to fly the airplane without a current annual inspection.,0971356W,0.0,1.0,N172SV,0.0,25-09-2020,52F,,"Roanoke, TX",Airplane,,CEN09CA253,033259N
Peach Tree Springs,091,Accident,"The airplane's encounter with turbulence after takeoff, which resulted in an uncontrolled descent and collision with terrain.",1131523W,1.0,1.0,N11LF,1.0,25-09-2020,L37,WILLIAM R. LITTLE,"Peach Springs, AZ",Airplane,,WPR09CA231,353118N
Alpine-Casparis Municipal Apt,091,Accident,The loss of engine power due to disengagement of the magneto idler gear support pin.,1031946W,0.0,2.0,N60HG,1.0,25-09-2020,E38,O'HARA FLYING SERVICE II LP,"Alpine, TX",Airplane,,CEN09LA284,302545N
,NUSC,Accident,,,0.0,,HL7419,0.0,03-11-2020,,Asiana,"Frankfurt, Germany",,SCHD,DCA09WA050,
Eagle Lake Airport,137,Accident,A total loss of engine power for undetermined reasons.,0961023W,0.0,1.0,N248LF,1.0,25-09-2020,KELA,Lissie Flying Service Inc.,"Lisse, TX",Airplane,,CEN09CA295,292924N
Ramona,091,Accident,"An in-flight separation of the right wing, which resulted from the pilot's performance of a maneuver that produced aerodynamic loads that exceeded the wing spars degraded strength. The wing spar strength degradation was due to the builder's failure to comply with Federal Aviation Administration recommended guidelines to select and incorporate wood in the spar with a grain pattern aligned with the longitudinal axis of the spar.",1164655W,0.0,1.0,N86YP,0.0,25-09-2020,RNM,,"Ramona, CA",Airplane,,WPR09FA234,325919N
Minden-Tahoe Airport,091,Accident,The pilot's failure to maintain an adequate airspeed while maneuvering during a low altitude maneuver that resulted in a stall.,0119496W,0.0,2.0,N1533Z,0.0,25-09-2020,KMIV,Gary Annas,"Minden, NV",Airplane,,WPR09FA235,385545N
Cawley South Prairie,091,Accident,The pilot's abrupt maneuver to avoid a collision that resulted in an airspeed reduction and subsequent loss of lift provided by the rotor system.  Contributing to the accident was the failure of both pilots to maintain an adequate visual lookout for other aircraft in the traffic pattern.,0122538W,0.0,1.0,N1435X,1.0,25-09-2020,02WA,ROGERS RANDALL H,"South Prairie, WA",Gyrocraft,,WPR09CA232,004798N
Pappy Boyington Field Airport,091,Accident,The student pilot's inadequate compensation for the crosswinds while landing.,1164910W,0.0,1.0,N2383Q,0.0,25-09-2020,COE,BERGSTROM AIRCRAFT INC,"Coeur d'Alene, ID",Airplane,,WPR09CA233,474627N
Davis Field Airport,091,Accident,"Inadequate supervision by the certified flight instructor, resulting in a delayed stall recovery attempt.",0961126W,1.0,1.0,N6027V,1.0,25-09-2020,MKO,SCHLEDORN MARK D,"Muskogee, OK",Airplane,,CEN09CA287,363331N
Houston Executive Airport,091,Accident,The pilot's loss of control following an in-flight failure of the propeller.,0955130W,0.0,1.0,N45YV,0.0,19-10-2021,TME,,"Katy, TX",Airplane,,CEN09LA288,029478N
Madison,091,Accident,The pilots failure to maintain aircraft control during an aborted formation takeoff.,0090611W,0.0,1.0,N248DR,0.0,25-09-2020,MBO,Tony R Clark,"Madison, MS",Airplane,,ERA09CA285,322619N
Madera Municipal Airport,091,Accident,The pilots failure to maintain directional control of the airplane throughout the landing.,0120644W,0.0,1.0,N71165,0.0,25-09-2020,KMAE,,"Madera, CA",Airplane,,WPR09LA242,365919N
Orange County Airport,091,Accident,The student pilot's failure to maintain aircraft control on landing. Contributing to the accident was the flight instructor's lack of total experience as an instructor and delayed corrective action.,0741552W,0.0,1.0,N482MA,0.0,25-09-2020,MGJ,Mac Dan Aviation,"Montgomery, NY",Airplane,,ERA09CA299,413035N
Gillespie Field,091,Accident,The pilot's failure to maintain directional control while landing with gusting crosswinds.,1165821W,0.0,1.0,N3370E,0.0,25-09-2020,SEE,FIRST FLIGHT CORP,"El Cajon, CA",Airplane,,WPR09CA280,324934N
Mesquite,091,Accident,The pilot's loss of directional control during landing resulting from binding of the left wheel's brake actuating system for an undetermined reason.,0114321W,0.0,1.0,N73017,0.0,25-09-2020,67L,,"Mesquite, NV",Airplane,,WPR09LA236,364959N
,091,Accident,A total loss of engine power during cruise flight due to an excessively lean mixture for undetermined reasons.,1213348W,0.0,1.0,N1457M,0.0,25-09-2020,,,"Oroville, CA",Airplane,,WPR09LA237,393457N
Crete Municipal Airport,091,Accident,The pilot's failure to maintain directional control of the airplane during takeoff.,0965517W,0.0,1.0,N21KP,0.0,25-09-2020,CEK,Wayne E. Woldt,"Crete, NE",Airplane,,CEN09CA289,040372N
San Carlos Apache,091,Accident,The pilot's inadequate compensation for the crosswinds during landing.,1103944W,0.0,1.0,N8401W,3.0,25-09-2020,P13,,"Globe, AZ",Airplane,,WPR09CA238,033214N
Irkutsk,NUSC,Accident,,0104590E,0.0,,RA-01895AO,0.0,25-09-2020,UIII,Unknown,"Malyshkino, Russia",Helicopter,NSCH,ERA09WA286,005270N
Private Property,091,Accident,The pilot failed to maintain control while hovering in gusty conditions.,0935923W,0.0,1.0,N602DB,0.0,25-09-2020,,,"Brookeland, TX",Helicopter,,CEN09CA290,003199N
,091,Accident,A total loss of engine power for undetermined reasons.,0884122W,1.0,1.0,N1348J,2.0,25-09-2020,,,"Metropolis, IL",Airplane,,CEN09LA285,371411N
,NUSN,Accident,,0365450E,0.0,2.0,N502TC,0.0,03-11-2020,,Yeman Flight Academy,"Port Sudan, South Sudan",Airplane,,ERA09WA291,195734N
Stinson Municipal Airport,091,Accident,The instructor pilots improper landing flare.,0982816W,0.0,1.0,N169PA,0.0,25-09-2020,KSSF,FLYING MONSTERS INC,"San Antonio, TX",Airplane,,CEN09CA304,292013N
Danville Airport,091,Accident,The student pilot's failure to maintain control during a landing.,0763834W,1.0,1.0,N8403R,0.0,25-09-2020,8N8,,"Danville, PA",Airplane,,ERA09CA287,405655N
,NUSN,Accident,,0063380W,0.0,1.0,CP-2492,0.0,03-11-2020,,,"Santa Cruz, Saint Barthelemy",Airplane,,ERA09WA288,017590S
Tambo International Airport,NUSC,Incident,,,0.0,4.0,G-BYGA,0.0,03-11-2020,FAJS,British Airways,"Johannesburg, South Africa",Airplane,SCHD,ENG09WA005,
Kenai,091,Accident,"The pilot's failure to maintain directional control during the landing roll, which resulted in a ground-loop. A factor contributing to the accident was the pilot's diverted attention during the landing.",1511441W,0.0,1.0,N3469C,0.0,25-09-2020,PAEN,DALE PAUL D,"Kenai, AK",Airplane,,ANC09CA039,603424N
Round Mountain,091,Accident,The pilot's inadequate compensation for the gusting crosswinds during takeoff.,0117849W,0.0,1.0,N232PF,0.0,25-09-2020,A36,Patrick J. Fagan,"Hadley, NV",Airplane,,WPR09CA240,384139N
Springdale Municipal Airport,091,Accident,The student pilot's failure to maintain control of the airplane during the landing roll and subsequent go-around.,0009479W,0.0,1.0,N73842,0.0,25-09-2020,ASG,POWELL PROPERTY MANAGEMENT LLC,"Springdale, AR",Airplane,,CEN09CA292,361035N
,PUBU,Accident,"The main rotor transmission mount design, which resulted in an in-flight vibration/oscillation, and damage to the helicopter during an emergency descent and hard landing. Contributing to the accident was the lack of information from the manufacturer regarding this known flight oscillation, and loading the helicopter beyond the forward center of gravity limit by the pilot.",1564316W,0.0,1.0,N7196H,0.0,14-06-2021,,STATE OF ALASKA,"Iliamna, AK",Helicopter,,ANC09GA040,060416N
Brighton Airport,091,Accident,"The pilot's failure to attain the proper touchdown point, and his failure to initiate a go-around.",0834459W,0.0,1.0,N99811,0.0,25-09-2020,45G,Pilot,"Brighton, MI",Airplane,,CEN09LA291,423415N
Richvale Airport,091,Accident,The pilot's failure to maintain control of the helicopter during takeoff for undetermined reasons.,1214616W,1.0,1.0,N843M,0.0,25-09-2020,07CL,AVAG INC,"Richvale, CA",Helicopter,,WPR09LA241,392951N
William P. Hobby Airport,121,Incident,"The pilot's inadvertent application of excessive braking after touchdown, which caused the right wheels to lock and several tires to blow and resulted in a subsequent brake fire.",0951626W,0.0,2.0,N371SW,2.0,25-09-2020,HOU,SOUTHWEST AIRLINES CO,"Houston, TX",Airplane,SCHD,CEN09IA294,293826N
Roswell International Air Cent,091,Accident,The pilot's failure to maintain directional control while landing.,1043150W,0.0,1.0,N3210A,0.0,25-09-2020,ROW,BRINDEIRO STEPHEN M,"Roswell, NM",Airplane,,CEN09CA293,033185N
Oakdale,091,Accident,The pilot's inadequate compensation for the gusty crosswind conditions while landing.,0120480W,0.0,1.0,N701LD,0.0,25-09-2020,027,ART LEE DELANO,"Oakdale, CA",Airplane,,WPR09CA243,374522N
Franklinton Airport,091,Accident,The pilot's failure to maintain airspeed which resulted in a stall.  Contributing to the accident was the pilot's lack of flight experience in the weight-shift trike.,0090645W,2.0,1.0,N61740,0.0,25-09-2020,2R7,,"Franklinton, LA",Weight-Shift,,CEN09LA299,304910N
Andrews Air Force Base,ARMF,Incident,"The failure of the ground controller to coordinate the runway crossings with the local controller and her failure to scan the runway prior to issuing the crossing instructions. Contributing to the incident was the combination of the front line manager/tower supervisor and the local control position, which prevented diligent oversight of the tower cab operations.",0076521W,0.0,,VM206,0.0,25-09-2020,KADW,,"Camp Springs, MD",,,OPS09IA004,384839N
Mitchell Municipal Airport,091,Accident,The pilot's inadequate compensation for the gusting winds during landing.,0098219W,0.0,1.0,N433CT,0.0,25-09-2020,MHE,,"Mitchell, SD",Airplane,,CEN09CA305,434629N
,137,Accident,The pilot's failure to maintain clearance from the power transmission lines during an aerial application run.,0092448W,1.0,1.0,N223SB,0.0,25-09-2020,,BROOKS FLYING SERVICE INC,"Monroe, LA",Airplane,,CEN09LA297,323038N
Midland Airpark,091,Accident,The student pilot's failure to maintain directional control during takeoff.,0010264W,0.0,1.0,N225BC,0.0,25-09-2020,MDD,PERMIAN VOLO INC,"Midland, TX",Airplane,,CEN09CA298,032211N
,091,Accident,The pilot's failure to maintain clearance from a tree while taxiing.,1514734W,0.0,1.0,N405TH,0.0,25-09-2020,,NEWGREN STEVEN A,"Kenai, AK",Airplane,,ANC09CA041,060480N
Johnson County Airport,091,Accident,"The student pilot's improper landing flare and recovery from a bounced landing, as well as his improper decision to continue the takeoff after striking the propeller on the runway.",0094444W,0.0,1.0,N926AF,1.0,25-09-2020,KOJC,KANSAS CITY AVIATION CENTER INC,"Olathe, KS",Airplane,,CEN09CA300,384919N
,UNK,Accident,"The accident investigation is under the jurisdiction and control of the Government of the Republic of Guatemala. Further information may be obtained from:

Republica de Guatemala
Direccion General de Aviacion Civil (DGAC)
Aeropuerto Internacional ""La Aurora""
Zona 13
Ciudad de Guatemala, Guatemala
Centro America

This report is for informational purposes only and contains information released by, or obtained from the Government of the Republic of Guatemala.",,0.0,2.0,TG-ALD,0.0,03-11-2020,,,"Guatemala City, Guatemala",Airplane,,CEN09WA306,
Hawkins Field Airport,091,Accident,The pilots failure to maintain clearance from an antenna during a low-altitude aerial observation flight. Contributing to the accident was the sun glare.,0089312W,0.0,1.0,N7392S,0.0,25-09-2020,HKS,BP Pipelines (North America) Inc.,"Collins, MS",Airplane,,ERA09CA294,312913N
,091,Accident,"The pilots improper fuel management, which resulted in a total loss of engine power due to fuel starvation.",0085247W,0.0,1.0,N191MK,2.0,25-09-2020,,,"Beauregard, AL",Airplane,,ERA09FA289,323259N
General Dewitt Spain Airport,091,Accident,The pilots' decision to fly at a low altitude and their inadequate visual lookout while maneuvering.,0090100W,0.0,1.0,N6529M,0.0,25-09-2020,M01,,"Memphis, TN",Airplane,,ERA09CA292,035200N
Talkeetna Airport,091,Accident,"The pilot's failure to maintain directional control  during the landing roll, resulting in a ground loop and substantial damage to the airplane.",0150522W,0.0,1.0,N1999P,0.0,25-09-2020,TKA,HOLT GREGORY J,"Talkeetna, AK",Airplane,,ANC09CA043,062198N
Private Dirt Strip,091,Accident,"A loss of engine power during cruise flight for undetermined reasons, which resulted in a forced landing and impact with terrain.",1103830W,0.0,1.0,N2339H,0.0,25-09-2020,,,"San Manuel, AZ",Airplane,,WPR09LA251,032387N
,137,Accident,The pilot's failure to abort the takeoff resulting in a runway overrun and impact with terrain.,0892134W,1.0,1.0,N85115,0.0,25-09-2020,,"Thompson Flying Service, LLC","Charleston, MO",Airplane,,CEN09CA316,365031N
Iron Mountain Pumping Plant,091,Accident,A partial loss of engine power due to low compression from an obstructed intake valve. Contributing to the accident was the pilots decision to shut down the engine while in flight.,0011578W,0.0,1.0,N738LF,0.0,25-09-2020,72CL,California Flight Academy,"Desert Center, CA",Airplane,,WPR09LA245,003483N
,091,Accident,"A loss of engine power due to the blockage of the carburetor air inlet by a piece of engine baffling. Contributing to the accident was a worn engine baffle, and the pilot/owner's failure to have the engine baffle replaced.",1492813W,0.0,1.0,N7440P,0.0,25-09-2020,,BRUCE W. CHRISTIE,"Wasilla, AK",Airplane,NSCH,ANC09LA042,613417N
Nenana Municipal Airport,091,Accident,"The pilot's failure to maintain control while taxiing for takeoff, and his failure to attain/maintain adequate airspeed after takeoff, resulting in an aerodynamic stall. Contributing to the accident was the pilots excessive taxi speed.",0149416W,0.0,1.0,N6946C,0.0,25-09-2020,ENN,Chad A. Rowe,"Nenana, AK",Airplane,,ANC09CA045,643230N
Wolf Lake Airport,091,Accident,"The pilot's failure to maintain directional control during the landing roll, resulting in a nose over and substantial damage to the airplane.",1491711W,0.0,1.0,N530KW,1.0,25-09-2020,4AK6,WINSHIP KENT S,"Palmer, AK",Airplane,,ANC09CA046,613816N
Gallup Municipal Airport,091,Accident,The pilot's inadequate preflight planning. Contributing to the accident was the high density altitude.,1084721W,0.0,1.0,N94300,2.0,25-09-2020,GUP,SMITH CURTIS S,"Gallup, NM",Airplane,,CEN09CA302,353040N
Norwood Memorial Airport,091,Accident,"The student pilot's failure to maintain directional control during the landing rollout, which resulted in excessive side loads to the right main landing gear and the separation of the outer main landing gear rib from the right wing.",0711022W,0.0,1.0,N323JT,0.0,25-09-2020,OWD,WALTZING MATILDA TRAINING LLC,"Norwood, MA",Airplane,,ERA09LA295,421125N
,135,Accident,"The pilots failure to maintain control of the airplane after an in-flight encounter with a downdraft while landing in mountainous terrain, and her decision to fly at an altitude where such an encounter made a successful recovery unlikely.",1433934W,0.0,1.0,N295SC,0.0,25-09-2020,,Alaska Flyers,"Kaktovic, AK",Airplane,NSCH,ANC09LA047,070714N
,091,Accident,"The failure of maintenance personnel to properly maintain the cargo door latch, resulting in an in-flight opening and separation of the cargo door, and substantial damage to the horizontal stabilator when it was struck by remnants of the cargo door.",1493030W,0.0,1.0,N8374T,0.0,25-09-2020,,CARLOS SEAN N,"Birchwood, AK",Airplane,,ANC09CA048,612458N
,121,Accident,An unanticipated inflight encounter with turbulence.,0081140W,1.0,2.0,N657DL,4.0,25-09-2020,,"Delta Air Lines, Inc.","Cuba, Cuba",Airplane,SCHD,ERA09LA418,002370N
Skagit Regional Airport,135,Accident,The failure of the pilot of another airplane to maintain adequate visual lookout during the approach.,1222515W,0.0,1.0,N70323,1.0,25-09-2020,BVS,Westwind Aviation Inc.,"Burlington, WA",Airplane,NSCH,WPR09FA246,482825N
,091,Accident,A loss of engine power due to an in-flight separation of the engine muffler exhaust pipe and resulting impingement of hot exhaust gases on the carburetor.,0076160W,1.0,1.0,N92RG,0.0,25-09-2020,,,"Camden, NC",Airplane,,ERA09LA293,036330N
Las Cruces International,091,Accident,The pilot's failure to maintain directional control while landing in a crosswind.  Contributing to the accident was the pilot's decision to land on a runway with a prevailing crosswind.,1065519W,0.0,1.0,N8042D,0.0,25-09-2020,LRU,,"Las Cruces, NM",Airplane,,CEN09CA301,321722N
Nenana Municipal Airport,091,Accident,"The pilot's failure to maintain directional control while landing, resulting in a ground loop and substantial damage to the airplane.",0149416W,0.0,1.0,N2031U,0.0,25-09-2020,ENN,Thomas Payer,"Nenana, AK",Airplane,,ANC09CA044,643230N
Cushing Field Ltd Airport,091,Accident,"The pilot's inadequate preflight preparation, which led to the inability to accelerate to takeoff speed after encountering wet and soft runway conditions.",0883633W,0.0,1.0,N912LM,0.0,25-09-2020,0C8,Ludwik Marchwicki,"Newark, IL",Weight-Shift,,CEN09CA303,413116N
,091,Accident,"The complete loss of engine power for undetermined reasons, and the overload failure of the nose landing gear strut during the roll out over soft/rough terrain.",1162731W,0.0,1.0,UNREG,2.0,25-09-2020,,Jon A. Nicholson,"Kuna, ID",Weight-Shift,,WPR09CA259,432854N
Cottonwood,091,Accident,The pilot's inadequate compensation for the crosswinds during the landing roll.,0011227W,0.0,1.0,N4787V,0.0,25-09-2020,P52,Fredric W. Krueger,"Cottonwood, AZ",Airplane,,WPR09CA265,344348N
Flagstaff Pulliam,091,Accident,The student pilot's inadequate compensation for the gusty wind conditions and failure to maintain directional control during landing.,1114016W,0.0,1.0,N541ER,0.0,25-09-2020,FLG,Embry Riddle Aeronautical University,"Flagstaff, AZ",Airplane,,WPR09CA266,035819N
,091,Accident,The loss of engine power for undetermined reasons.,0912947W,0.0,1.0,N31584,0.0,25-09-2020,,,"Pickwick, MN",Airplane,,CEN09CA322,435848N
,091,Accident,A total loss of engine power in flight due to fuel exhaustion as a result of the pilot's inadequate fuel planning.,0745628W,0.0,1.0,N4130W,0.0,25-09-2020,,,"Dingman, PA",Airplane,,ERA09LA296,411830N
Tacoma Narrows,091,Accident,The pilot's failure to maintain directional control while landing with a crosswind.,1223441W,0.0,1.0,N70083,0.0,25-09-2020,TIW,"Air Rainier, Inc","Tacoma, WA",Airplane,,WPR09CA252,047165N
,091,Accident,The failure of both pilots to see and avoid each other's aircraft.,1181148W,0.0,1.0,N738NN,0.0,25-09-2020,,AERO AVIATION LLC,"Long Beach, CA",Airplane,,WPR09FA248,333932N
Roy Williams Airport,091,Accident,An in-flight fire in the engine compartment for undetermined reasons.,0116158W,0.0,1.0,N450JN,0.0,25-09-2020,L80,,"Joshua Tree, CA",Airplane,,WPR09LA247,034912N
Centennial Airport,091,Accident,The collapse of the landing gear due to the mechanic's failure to properly wire the landing gear squat switch.,1045057W,0.0,1.0,N1945D,0.0,25-09-2020,APA,SCHETGEN JEFF E,"Englewood, CO",Airplane,,CEN09CA307,393412N
Hartford County Airport,091,Accident,A total loss of engine power due to fuel exhaustion as a result of the pilots inadequate preflight planning.,0076418W,0.0,1.0,N3063U,0.0,25-09-2020,OW3,,"Perryville, MD",Airplane,,ERA09CA297,393354N
Glendale Municipal Airport,091,Accident,The pilot's inadequate compensation for the crosswind conditions and failure to maintain directional control on the landing roll out.,1121742W,0.0,1.0,N1591A,0.0,25-09-2020,GEU,Frank Klein,"Glendale, AZ",Airplane,,WPR09CA257,333136N
,121,Accident,Inadvertent encounter with convective turbulence while in cruise.,0006662W,1.0,2.0,N129DL,4.0,25-09-2020,,Delta Air Lines,"San Juan, PR",Airplane,SCHD,DCA09CA051,018289N
Baton Rouge Metro Airport,091,Accident,The partial loss of engine power due to the instructor pilot's failure to use carburetor heat while operating in conditions conducive to carburetor icing. Contributing to the accident was the instructor pilot's decision to attempt a return to the departure airport with degraded engine performance.,0911314W,0.0,1.0,N17214,2.0,25-09-2020,BTR,BROCK EDSON G,"Baton Rouge, LA",Airplane,,CEN09LA308,303222N
Ozona Municipal Airport,091,Accident,The pilot's failure to maintain directional control of the airplane during landing.,0094529W,0.0,1.0,N2450K,0.0,25-09-2020,OZA,CLARK DENNIS L,"Ozona, TX",Airplane,,CEN09CA310,031393N
Bay Bridge Airport,091,Accident,"The pilot's failure to maintain proper airspeed on final approach, which resulted in an aerodynamic stall.",0761947W,0.0,1.0,N524LM,0.0,25-09-2020,W29,"Chesapeake Sport Pilot, LLC","Stevensville, MD",Airplane,,ERA09CA300,385835N
Plainwell Municipal Airport,091,Accident,The pilot's failure to maintain aircraft control for undetermined reasons.,0853852W,0.0,1.0,N39JT,0.0,25-09-2020,61D,Jerry D. Thornton,"Plainwell, MI",Airplane,,CEN09LA311,042284N
Skyhaven Airport,091,Accident,The pilot's failure to attain the proper touchdown point while landing with a tailwind.,0755649W,0.0,1.0,N9492E,0.0,25-09-2020,76N,,"Tunkhannock, PA",Airplane,,ERA09CA301,413145N
,137,Accident,The pilot's failure to maintain clearance from a power line.,0773315W,1.0,1.0,N6134T,0.0,25-09-2020,,,"Bald Eagle, PA",Airplane,,ERA09CA298,411041N
Healdsburg Municipal Airport,091,Accident,A partial loss of engine power during the takeoff initial climb for undetermined reasons.,1225355W,0.0,1.0,N4718H,0.0,25-09-2020,O31,,"Healdsburg, CA",Airplane,,WPR09LA254,038399N
Los Angeles Int'l Airport,121,Accident,The flight crew's failure to adequately monitor and maintain clearance from a parked aircraft while taxiing. Contributing to the accident was an improperly parked airplane that encroached upon the taxiway area.,1182425W,0.0,2.0,N843AE,0.0,25-09-2020,LAX,American Eagle Airlines Inc,"Los Angeles, CA",Airplane,SCHD,WPR09LA255,335633N
Healdsburg Municipal Airport,091,Accident,The pilot's inadequate compensation for the crosswind condition and failure to maintain directional/lateral control during the initial climb.,1225321W,0.0,1.0,N29DY,0.0,25-09-2020,O31,Daniel York,"Healdsburg, CA",Airplane,,WPR09CA256,383749N
Winsted Municipal Airport,091,Accident,The student pilot's improper flare during the soft-field landing.  Contributing to the accident was the flight instructor's inadequate supervision during the landing.,0009440W,0.0,1.0,N3214L,0.0,25-09-2020,10D,"Great Lakes Aircraft, Inc.","Winsted, MN",Airplane,,CEN09CA320,445659N
,091,Accident,The separation of the main rotor head during cruise flight as a result of cyclic fatigue of the main rotor head spindle. The fatigue crack was due to an inadequate manufacturing process.,0112858W,0.0,1.0,N147MD,0.0,25-09-2020,,,"Rock Springs, AZ",Helicopter,,WPR09LA253,034233N
Bullock Flying Service,137,Accident,The pilot's failure to maintain clearance from the well stand-pipe during the takeoff climb.,0091380W,0.0,1.0,N7056U,1.0,25-09-2020,Pvt,BULLOCK BILLY P DBA,"DeWitt, AR",Airplane,,CEN09CA313,034190N
Mc Daniel's Field Airport,091,Accident,"The pilot's failure to attain the proper touchdown point during landing and his delay in initiating a successful go-around, which resulted in a loss of airspeed and an aerodynamic stall.",0862638W,1.0,1.0,N3229Y,1.0,25-09-2020,90IN,,"Martinsville, IN",Airplane,,CEN09CA317,392432N
Vitoria da Conquista Airport,NUSN,Accident,,,0.0,,PR-NDF,0.0,03-11-2020,SBQV,"Rotiv, LTDA","Vitoria da Conquista, Brazil",,,ERA09WA354,
Los Cayes,129,Incident,"The final report for this incident was combined with and can be found under NTSB Investigation number, DCA09IA064.",,0.0,2.0,PT-MVB,0.0,25-09-2020,,TAM,"Los Cayes, Haiti",Airplane,SCHD,DCA09IA055,
Fallon Municipal Airport,091,Accident,"The pilots inadequate airspeed, which resulted in an aerodynamic stall.",1184417W,0.0,2.0,N320KP,0.0,25-09-2020,FLX,,"Fallon, NV",Airplane,,WPR09FA258,393014N
,091,Accident,The pilot's loss of airplane control during en route descent while operating in known icing conditions.,1125759W,0.0,1.0,N144L,0.0,25-09-2020,,,"Seligman, AZ",Airplane,,WPR09LA263,035546N
Pryor Field,091,Accident,"The RV-8 pilot's failure to maintain adequate clearance from the CJ-6A while maneuvering.

This report was modified on September 10, 2010.",0865643W,0.0,1.0,N875MH,1.0,25-09-2020,DCU,Michael Hazlewood,"Decatur, AL",Airplane,,ERA09LA302,343914N
,NUSN,Accident,,0039628W,0.0,,PR-MOZ,0.0,03-11-2020,,Metered Holdings LTDA,"Porto Segura, Brazil",Airplane,,ERA09WA305,163227S
